rf_27234,rf_3014080_,rf_PANDAMARAN,rf_SELATMUARA,wl_27234,wl_3014080_,wl_PANDAMARAN,wl_SELATMUARA
0.5933402117807418,0.0814747464377433,1.3281774745322765,-3.781092255190015,1.402403990507126,3.5108301172256473,0.5826671769320966,2.3838290598094463
1.881815087981522,2.9860963366925715,-2.8301964472979306,1.5125034512020648,1.4284848291873933,3.520346907496453,0.6020232725143433,2.479100448697805
0.18232050875667483,0.38468851586803793,2.019192080385983,-3.110132904164493,1.5263847677707671,3.4484881758093837,0.6624446480274201,2.45495112901926
-1.1809695814736187,-1.0091762341558934,-3.883473564684391,0.9414579140022398,1.3558041988015177,3.8164504995346076,0.6638643627762795,2.4293934596180913
2.6249609794467688,-3.309870381653309,-2.4814686315134167,5.554466613382101,1.4133977965116502,3.4281751349568372,0.773039725214243,2.2264918211102485
2.1229802118614316,-0.6755876284092664,-4.0045549236238,2.72771020475775,1.2336105295419695,3.215794513702393,0.7777658646702768,2.0190395393073555
2.5822217389941216,-2.583504917472601,-1.9888221032917501,-0.5855985247995704,1.0638921715021135,3.0691164451837545,0.7097065641582013,1.8316932663619516
5.627155713737011,-2.1759822480380535,0.30975207856390624,4.205874954164028,1.0922214609980585,2.6263224767446522,0.6752588751912117,1.7171608784496781
4.136836230754852,1.3465778358280658,0.6731038098223507,2.5338529732078316,0.8950431690812112,2.4039155468642717,0.6074675196409226,1.5285158213078973
3.914908468723297,2.1545443020761015,-1.2521659375168384,5.000211834535003,0.8242188821434976,2.298974626153708,0.7356337361037731,1.4266672351062295
6.493673846125603,2.734791757911444,2.434460784494877,2.3328638250008225,0.7577774369716646,2.1472343815863133,0.7010315674543381,1.3199061617851258
1.4169022184796631,2.3006407789886,-0.17916381019167602,-0.6642153924331069,0.8961915928721429,2.3490861689746385,0.6045313625335694,1.4315547393262384
2.698554312810302,4.990224993228912,0.019279988401103766,-0.308825774746947,0.9591306091547014,2.397382998466492,0.6691261550784111,1.5934346202611922
3.0897715128958225,2.760497160255909,-1.3926290184259416,-1.8365695495158434,0.9217615011930467,2.644201074421406,0.6507864580452443,1.6981384416222571
1.7021894361823797,-0.18188299504108726,-2.882468598894775,-2.5758012821897864,1.056609691500664,3.08609712690115,0.7635603720545769,2.074148712992668
-2.438366850838065,1.7476519331336022,-0.5879811914172024,0.06395777016878128,1.130700547516346,3.06540869563818,0.6531169770359994,2.019726324111223
-1.6673942701891065,5.154395359754562,-2.862788651324809,0.5565096134785563,1.33376699924469,3.255038755893708,0.7513415886759759,2.368040520519018
1.15529322065413,-3.9886581882834435,-0.7833667678758502,1.2534717164933682,1.2179197705984117,3.2646271556615836,0.7554480076134206,2.2308664411008357
1.090584872290492,-2.3241453744471072,-1.3902572373859585,-0.8760623649694026,1.4091999511718751,3.3948820335865024,0.791039974719286,2.3700496028363705
0.18811918096616864,0.41925992276519536,-5.880823684483767,-2.0996563090011477,1.2557947906255724,3.3491588102579124,0.8154873090684415,2.1492735978662965
2.463643765076995,-3.044170843809843,-0.17417863241862505,2.5564367221668363,1.1802368916869166,3.1253433271646505,0.8437521123290063,2.0673146653473373
