Station_ID,Station_Name,P(X > Danger * 1.05),P(X > Danger * 1.1),P(X > Danger * 1.15)
PEKANMERU,Sg. Binjai di Pekan Meru,3.66805790662e-09,1.13903395e-12,7.948e-17
