rf_PEKANMERU,wl_PEKANMERU
-1.1389070756267758,3.1777035129070277
4.152935400791467,3.310076111197471
-2.3678739348426463,3.1840833585262294
10.10405130274594,3.170784747242927
7.347306491062046,3.2381723076105113
1.6780814484693112,3.17705370914936
-4.709405614435673,3.8139487125873557
7.338067051023246,3.2629898465871805
-2.963626467995346,3.4918152724504465
-2.651580292079598,3.58182789838314
-4.909613252989948,3.466657144069671
6.849677491933108,3.267097080111503
10.900637099146845,3.1902837741374963
3.2639240001328296,3.329571861982345
-1.5808975119609388,3.386063963532447
9.643497658520939,3.5780867071151725
-0.9728273157030345,3.2775689127445213
5.493886888213456,3.7469040096998207
3.391371177323163,3.548294017553329
9.777552577480675,3.5664711341857904
-8.203882113844157,3.586932077288627
7.0900721043348325,3.3261066199541087
-3.1405846447683876,3.2786327663660044
11.422434913739563,3.3268998165130608
6.241772469878198,3.440485437750816
-1.5401014179456982,3.8484775227308265
8.699998885765673,3.205262147665023
-3.127798021025956,3.718694185137748
4.29564565429464,3.2592287466526026
-2.0224276267457757,3.4664053876399987
5.90786218084395,3.5460920938253397
2.953887766040862,3.640446321129798
13.936715858057143,3.011084479928016
1.8095223341602835,3.2227008795738215
0.327632831200026,3.4713468950986854
6.839541649818421,3.356012083292007
4.484523193538189,3.2784592585563654
7.424665268138052,3.717312170863151
4.465692560747266,3.119946959018707
8.858619760349393,3.770234320878982
2.5719456955790525,3.566717598438262
-2.3952291553840044,3.616364646792411
3.765663399919868,3.696087264180183
-7.809666349366308,3.3829033997058864
20.619205594807866,3.29619725048542
4.900686883181335,3.4111274627447123
3.403847825434059,3.740620179295539
10.406949587166311,3.5494778271913523
9.155992123112084,3.5572343949079506
5.673025467619301,3.337288360357284
2.7129704243503516,3.505178901910781
0.15496439674752766,3.3035754275321954
8.332977938465776,3.1695050483942024
1.0584876760141926,3.2066194651126856
9.753392014279964,3.6085211361646645
-2.6000137053430086,3.5115545893907543
-9.009036853909494,3.085719298958778
2.9395164499059323,3.4820919048786156
9.354494122043253,3.579681416511535
-2.774846408609301,3.393423617959022
1.117675034282729,3.223531751394271
-10.316822496056558,3.527574891805648
-0.876818939857185,3.7018442709445947
3.9278477048501377,3.1705188783407205
-3.2095137351192538,3.354507844924926
3.6748544655740267,3.394959105372428
3.3311291411519055,3.3500418773889535
-1.738166175875813,3.4285510741472236
12.136029763519765,3.894025023818015
8.085466780699791,3.4041334725618357
-4.72570383399725,3.242113593578338
2.1763551556505267,3.2105882200002664
4.407033411785961,3.372087827563285
-2.326752134319395,3.0460350261926643
-2.785741716809571,3.5923387923240657
-0.6724009064259009,3.293414321303367
-2.8262443397194152,3.308906288027763
6.909187139756979,3.3505533285140987
4.773633493669331,3.452537867307662
1.8518225320614876,3.164880945563316
2.0681316252797846,3.4129799767732614
6.540213500708343,3.510799194097518
6.841735204495491,3.5763378945589057
7.1438665442168725,3.535544658660888
-0.0862123190512648,3.644718872189521
-4.150357084348799,3.558663912773132
-3.195466578193009,3.141393507122993
11.009561813995244,3.34182186615467
13.330532464385035,3.396141150951385
5.9585279814898975,3.3491520355939857
1.8019775737077,3.196168927192687
1.6913620475213977,3.6005077718496317
5.212078293599189,3.558352556347846
7.825956832431258,3.4182082698345178
1.4984115006867798,3.2799089370965953
2.1962462042458357,3.4719494472742074
-7.553140109963716,3.4044053896665565
-1.612679169047624,3.398936176538467
-11.9054006729275,3.4516194225549692
-1.3811967428773644,3.4283445532321926
7.215230567939581,3.4773109267950053
8.981644498184325,3.307696647524833
-1.4098770963493736,3.620964052796363
5.221314639039338,3.4690857493877405
0.7462572425371037,3.5249128006696693
-0.320994433562737,3.3518827990293496
11.049144825339319,3.386687054395675
-1.8642855123616757,3.4438655009269707
7.343210273981096,3.1325052955150596
10.002806350216272,3.325325015783309
2.517236028145999,3.7217875887155527
11.076957014948132,3.5860632781982416
0.995360893663019,3.6280831651687615
-2.0677872222382576,3.5936930856704707
5.6479525135830055,3.5411682269573204
-2.550261069182307,3.2277250458002085
3.5407371388748294,3.2918555231094353
6.7736932324245585,3.4304178266525263
4.471199914813043,3.142580718874931
2.664649555832148,3.538675107479095
-4.594732682593167,3.527745249509811
1.2549595537595453,3.3883641705512995
-0.5609603473450989,3.250180257678031
8.059609861671925,3.6084043302536006
7.351425401866437,3.5385057578086845
-0.616337996791117,3.4942182989120476
-0.24076538400258873,3.270943232893943
4.009299346525222,3.6860381757020946
9.361254788562658,3.5064167673587794
13.159364023804667,3.598177197813987
4.776649180054665,3.4906503634452815
14.445469939336183,3.2099920940399165
4.60354248918593,3.4180868017673487
5.373895888589323,3.250542771816253
3.160219873208553,3.5804753690958018
-3.0346975363790993,3.278677875876426
6.157148090936245,3.502625930428504
10.030104836449029,3.36115406346321
0.11382817088160666,3.4813971176147454
2.772728155832738,3.259380959749221
4.002287759631873,3.4214648488759987
8.33709788080305,3.744723128676414
1.2116022925358267,3.5105828448534004
-2.3356676730327313,3.3269700008630747
